path, Rfree
../pdb/nucleocapsid_protein/SARS-CoV/2cjr 0.269
../pdb/nucleocapsid_protein/SARS-CoV-2/6m3m 0.2934
../pdb/surface_glycoprotein/SARS-CoV/2ghv 0.21312
../pdb/surface_glycoprotein/SARS-CoV-2/6lzg 0.2142
../pdb/surface_glycoprotein/SARS-CoV-2/6vw1 0.2288
../pdb/surface_glycoprotein/SARS-CoV/6waq 0.2359
../pdb/surface_glycoprotein/SARS-CoV-2/6m0j 0.2375
../pdb/surface_glycoprotein/SARS-CoV/1zvb 0.239
../pdb/surface_glycoprotein/SARS-CoV/2beq 0.241
../pdb/surface_glycoprotein/SARS-CoV-2/6w41 0.2433
../pdb/surface_glycoprotein/SARS-CoV/2bez 0.244
../pdb/surface_glycoprotein/SARS-CoV/1zva 0.246
../pdb/surface_glycoprotein/SARS-CoV/1wyy 0.249
../pdb/surface_glycoprotein/SARS-CoV-2/6lvn 0.258
../pdb/surface_glycoprotein/SARS-CoV/1zv7 0.258
../pdb/surface_glycoprotein/SARS-CoV/2dd8 0.261
../pdb/surface_glycoprotein/SARS-CoV/1wnc 0.273
../pdb/surface_glycoprotein/SARS-CoV/1zv8 0.27427
../pdb/surface_glycoprotein/SARS-CoV/2ajf 0.275
../pdb/surface_glycoprotein/SARS-CoV/3scj 0.27771
../pdb/surface_glycoprotein/SARS-CoV/3d0i 0.278
../pdb/surface_glycoprotein/SARS-CoV/3d0g 0.279
../pdb/surface_glycoprotein/SARS-CoV/5x4s 0.2824
../pdb/surface_glycoprotein/SARS-CoV/3sci 0.28264
../pdb/surface_glycoprotein/SARS-CoV/3sck 0.28529
../pdb/surface_glycoprotein/SARS-CoV/3bgf 0.286
../pdb/surface_glycoprotein/SARS-CoV-2/6lxt 0.2896
../pdb/surface_glycoprotein/SARS-CoV/3scl 0.29178
../pdb/surface_glycoprotein/SARS-CoV/2ghw 0.29537
../pdb/surface_glycoprotein/SARS-CoV/5zvm 0.3014
../pdb/surface_glycoprotein/SARS-CoV/3d0h 0.302
